literal_value	literal_length	literal_hex	backslash_value	backslash_length
Prorated Out - Transferred to Wings Simbank	43	50726F7261746564204F7574202D205472616E7366657272656420746F2057696E67732053696D62616E6B	Prorated Out - Transferred to Wing\s Simbank	44
