detail_row_count	detail_distinct_imsi_count	detail_final_charge_sum	prorated_row_count	prorated_distinct_imsi_count	prorated_usage_amount_sum	prorated_pending_amount_sum	credit_row_count	credit_distinct_imsi_count	credit_owed_sum	credit_final_price_sum	detail_prorated_overlap_imsi_count	detail_amount_on_detail_prorated_overlap	prorated_usage_on_detail_prorated_overlap	prorated_pending_on_detail_prorated_overlap	detail_credit_overlap_imsi_count	detail_amount_on_detail_credit_overlap	credit_owed_on_detail_credit_overlap	credit_final_price_on_detail_credit_overlap	prorated_credit_overlap_imsi_count	prorated_usage_on_prorated_credit_overlap	prorated_pending_on_prorated_credit_overlap	credit_owed_on_prorated_credit_overlap	all_three_overlap_imsi_count	detail_prorated_same_source_file_count	detail_credit_same_source_file_count	prorated_credit_same_source_file_count	all_three_same_source_file_count	detail_prorated_same_candidate_key_count	detail_credit_same_candidate_key_count	prorated_credit_same_candidate_key_count	all_three_same_candidate_key_count	detail_duplicate_candidate_key_count	detail_duplicate_candidate_rows	prorated_duplicate_candidate_key_count	prorated_duplicate_candidate_rows	credit_duplicate_candidate_key_count	credit_duplicate_candidate_rows
140452	21920	7246026.47833597	828	828	30619.75867898	7195.89577767	393	393	585.45000000	24366.00000000	828	264158.81981387	30619.75867898	7195.89577767	393	81856.00000000	585.45000000	24366.00000000	0				0	9	0	0	0	0	0	0	0	191	191	0	0	0	0
