invoice_batch_label	official_excel_billing_month	source_file	observed_start_month	charge_type	rule_id	row_count	distinct_imsi_count	excel_total_final_charge	platform_calculated_amount_known_total	platform_total	platform_total_status	candidate_amount_diff_total	excel_days_total	platform_days_total	day_diff_total	platform_days_population	platform_price_population	platform_amount_population	proven_mapping_row_count	proven_mapping_distinct_imsi_count	numeric_match_row_count	numeric_match_distinct_imsi_count	formal_matched_row_count	formal_matched_distinct_imsi_count	numeric_match_only_row_count	numeric_match_only_distinct_imsi_count	unresolved_row_count	unresolved_distinct_imsi_count	missing_mapping_row_count	missing_mapping_distinct_imsi_count	missing_data_row_count	missing_data_distinct_imsi_count	wa_only_row_count	wa_only_distinct_imsi_count	day_exact_row_count	price_exact_row_count	amount_exact_row_count
2025-12	2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	11437	11437	689429.0000000000	550274.000000		UNRESOLVED	-24149.000000	354547.0000000000	353517.0000000000	-658.000000000	11425	11390	11390	9104	9104	10022	10022	9102	9102	0	0	2	2	2321	2321	0	0	12	12	11400	10047	10047
2025-12	2025-12	SIMO Data Purchase Invoice Details - DEC 2025.xlsx	2025-12	New Activation: Prorated-in Charge	R_DAILY_PRORATED_NEW_ACTIVATION	748	748	15410.3537634288	3345.935472		UNRESOLVED	-4.300000	10321.0000000000	10318.0000000000	-3.000000000	748	748	748	325	325	746	746	185	185	0	0	0	0	423	423	140	140	0	0	746	748	746
2026-02	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	Full Cycle Charge	R_FULL_CYCLE_MONTHLY	11748	11748	667676.0000000000	551842.000000		UNRESOLVED	-24871.000000	328984.0000000000	326436.0000000000	-2520.000000000	11747	11713	11713	9656	9656	10222	10222	9474	9474	0	0	182	182	2091	2091	0	0	1	1	11565	10404	10404
2026-02	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	New Activation: Prorated-in Charge	R_DAILY_PRORATED_NEW_ACTIVATION	729	729	22741.7235023012			UNRESOLVED	-5311.431326	12244.0000000000	9602.0000000000	-2602.000000000	727	727	727	474	474	380	380	0	0	0	0	0	0	253	253	474	474	2	2	421	629	380
2026-02	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	Offstocked before cycle start	R_OFFSTOCK_BEFORE_CYCLE_UNRESOLVED	90	90				UNRESOLVED			2520.0000000000		90	90	0	90	90	0	0	0	0	0	0	90	90	0	0	0	0	0	0	0	90	0
2026-02	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx		Offstocked before cycle start	R_OFFSTOCK_BEFORE_CYCLE_UNRESOLVED	1	1				UNRESOLVED					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
2026-02	2026-02	01-SIMO Data Purchase Invoice Details - FEB 2026.xlsx	2026-02	Partial Charge - Card Replaced Mid Cycle	R_DAILY_PRORATED_REPLACEMENT_OLD_CARD	4	4	155.0000000001			UNRESOLVED	0.000000	70.0000000000	70.0000000000	0E-9	4	3	3	3	3	3	3	0	0	0	0	0	0	4	4	0	0	0	0	4	3	3
