product_id	package_price	product_rows	distinct_product_name_count	min_create_time_raw	max_modify_time_raw
600111191	62.0	1	1	2026-05-08 01:46:25	2026-05-08 01:46:25
600111192	62.0	1	1	2026-05-08 22:44:39	2026-05-08 22:44:39
600111200	62.0	1	1	2026-05-22 16:42:36	2026-05-22 16:42:36
600111201	62.0	1	1	2026-05-22 22:10:23	2026-07-06 02:54:48
600111202	62.0	1	1	2026-05-22 22:15:40	2026-05-22 22:15:40
600111203	62.0	1	1	2026-05-31 22:22:38	2026-05-31 22:22:38
600111204	62.0	1	1	2026-05-31 23:28:13	2026-06-01 01:13:23
600111205	62.0	1	1	2026-05-31 23:34:03	2026-05-31 23:59:28
600111206	62.0	1	1	2026-06-01 00:04:49	2026-06-01 00:04:49
600111207	62.0	1	1	2026-06-01 01:04:27	2026-06-01 01:04:27
600111213	62.0	1	1	2026-06-03 17:52:59	2026-06-03 17:52:59
600111214	43.0	1	1	2026-06-03 18:28:08	2026-09-15 02:12:59
600111217	62.0	1	1	2026-06-12 17:24:35	2026-06-12 17:24:35
600111218	62.0	1	1	2026-06-12 19:04:39	2026-07-08 17:13:18
600111219	62.0	1	1	2026-06-16 00:50:53	2026-06-16 00:50:53
600111223	62.0	1	1	2026-06-20 17:39:58	2026-06-20 18:48:39
600111225	62.0	1	1	2026-06-26 17:30:35	2026-06-26 17:30:35
600111227	62.0	1	1	2026-07-08 16:39:24	2026-07-08 16:39:24
600111228	62.0	1	1	2026-07-08 16:43:10	2026-07-08 17:13:22
600111229	62.0	1	1	2026-07-08 16:44:57	2026-07-08 16:44:57
600111230	62.0	1	1	2026-07-08 16:45:16	2026-07-08 16:45:16
600111235	62.0	1	1	2026-07-17 23:32:34	2026-07-17 23:32:34
600111238	62.0	1	1	2026-08-01 00:44:22	2026-08-01 00:44:22
600111239	62.0	1	1	2026-08-01 00:44:58	2026-08-01 00:44:58
600111241	62.0	1	1	2026-08-07 01:33:46	2026-08-07 01:33:46
600111246	62.0	1	1	2026-08-25 17:06:37	2026-08-30 15:33:30
600111253	43.0	1	1	2026-09-14 19:19:29	2026-09-15 00:56:47
60011367	43.0	1	1	2021-02-25 03:12:46	2025-10-15 11:07:18
60011368	43.0	1	1	2021-02-25 03:22:17	2025-10-15 09:01:35
60011372	62.0	1	1	2021-03-21 03:52:49	2025-10-15 09:01:05
60011373	62.0	1	1	2021-03-21 03:55:51	2026-04-16 08:48:12
60011374	62.0	1	1	2021-03-21 04:04:12	2025-10-15 09:00:14
60011375	62.0	1	1	2021-03-21 04:06:23	2025-10-15 08:59:50
60011376	43.0	1	1	2021-03-24 08:36:00	2025-10-15 08:59:19
60011378	62.0	1	1	2021-04-29 06:24:10	2025-10-15 08:58:45
60011379	62.0	1	1	2021-04-29 06:25:10	2026-06-29 10:00:43
60011380	62.0	1	1	2021-05-20 08:54:25	2026-03-25 09:51:07
60011381	62.0	1	1	2021-06-24 02:53:33	2026-03-25 09:51:40
60011382	62.0	1	1	2021-06-25 01:53:44	2025-10-15 08:57:03
60011383	43.0	1	1	2021-06-29 06:26:22	2025-10-15 08:56:29
60011384	43.0	1	1	2021-06-29 06:28:26	2025-10-15 08:55:57
60011385	62.0	1	1	2021-07-01 02:05:30	2025-10-15 08:55:11
60011386	62.0	1	1	2021-07-09 00:10:33	2025-10-15 08:54:37
60011387	62.0	1	1	2021-07-12 20:07:32	2026-03-25 09:52:52
60011394	62.0	1	1	2021-09-01 02:33:06	2025-10-15 08:53:35
60011396	62.0	1	1	2021-09-14 00:18:53	2025-10-15 08:52:58
60011406	62.0	1	1	2021-11-11 03:02:55	2025-10-15 08:52:24
60011419	62.0	1	1	2021-12-29 00:23:33	2025-10-15 08:51:59
60011423	62.0	1	1	2022-02-02 03:07:05	2025-10-15 09:38:48
60011428	62.0	1	1	2022-03-12 03:09:29	2025-10-15 09:38:24
60011429	62.0	1	1	2022-03-15 01:23:06	2025-10-15 08:49:38
60011436	62.0	1	1	2022-03-25 00:33:30	2025-10-15 08:48:28
60011437	62.0	1	1	2022-03-25 01:23:01	2026-04-16 08:48:37
60011442	62.0	1	1	2022-03-31 02:03:23	2026-03-25 09:53:23
60011444	62.0	1	1	2022-04-02 00:11:57	2026-04-16 08:48:50
60011447	43.0	1	1	2022-04-09 07:15:59	2025-10-15 09:40:58
60011449	62.0	1	1	2022-04-14 01:07:58	2026-03-25 09:54:03
60011451	62.0	1	1	2022-04-20 01:15:40	2025-10-15 09:07:43
60011452	62.0	1	1	2022-04-20 01:20:05	2025-10-15 09:07:12
60011453	62.0	1	1	2022-04-20 01:49:00	2025-10-15 09:06:45
60011458	62.0	1	1	2022-05-06 00:40:54	2025-10-15 09:06:12
60011459	62.0	1	1	2022-05-11 02:46:41	2025-10-15 09:05:50
60011463	62.0	1	1	2022-05-24 02:08:04	2025-10-15 09:05:25
60011465	62.0	1	1	2022-06-02 02:49:16	2026-03-25 09:57:01
60011474	62.0	1	1	2022-06-16 03:50:17	2025-10-15 09:04:36
60011484	62.0	1	1	2022-07-26 19:23:41	2025-10-15 09:37:34
60011488	62.0	1	1	2022-08-05 04:04:28	2025-10-15 09:03:46
60011494	62.0	1	1	2022-08-09 18:10:39	2026-04-16 08:49:05
60011495	62.0	1	1	2022-08-09 19:41:43	2025-10-15 09:02:48
60011496	62.0	1	1	2022-08-11 01:20:05	2025-10-15 09:02:07
60011500	62.0	1	1	2022-08-18 05:37:12	2026-04-16 08:49:19
60011504	62.0	1	1	2022-08-24 03:09:33	2025-10-15 08:59:41
60011506	62.0	1	1	2022-08-25 02:30:30	2025-10-15 09:37:07
60011510	62.0	1	1	2022-09-03 01:27:58	2025-10-15 08:58:20
60011511	62.0	1	1	2022-09-03 01:34:30	2025-10-15 08:58:00
60011515	62.0	1	1	2022-09-08 07:52:20	2025-10-15 08:57:31
60011516	62.0	1	1	2022-09-08 08:15:22	2026-04-16 08:49:34
60011521	62.0	1	1	2022-09-23 01:46:32	2025-10-15 10:20:09
60011543	62.0	1	1	2022-11-08 08:32:40	2025-10-15 09:36:39
60011595	43.0	1	1	2023-03-01 01:43:55	2025-10-15 10:19:11
60011603	43.0	1	1	2023-03-15 01:34:44	2025-10-15 10:18:35
60011604	43.0	1	1	2023-03-15 01:35:54	2025-10-15 10:17:58
60011612	62.0	1	1	2023-03-25 02:14:40	2026-04-16 08:44:53
60011618	43.0	1	1	2023-04-06 01:46:52	2025-10-15 10:16:53
60011628	62.0	1	1	2023-05-26 01:22:17	2025-10-15 10:16:16
60011638	62.0	1	1	2023-06-27 01:42:48	2025-10-15 10:15:47
60011672	62.0	1	1	2023-09-08 14:41:25	2025-10-15 10:14:37
60011673	43.0	1	1	2023-09-09 06:56:37	2025-10-15 10:14:05
60011674	43.0	1	1	2023-09-09 07:00:27	2025-10-15 10:13:38
60011675	43.0	1	1	2023-09-09 07:04:01	2025-10-15 10:13:04
60011687	62.0	1	1	2023-09-20 01:54:21	2025-10-15 10:12:28
60011688	62.0	1	1	2023-09-20 01:58:02	2025-10-15 10:11:58
60011689	62.0	1	1	2023-09-20 01:59:13	2025-10-15 10:11:24
60011690	43.0	1	1	2023-09-20 02:00:10	2026-04-16 09:37:29
60011691	62.0	1	1	2023-09-20 02:02:02	2025-10-15 10:10:30
60011693	62.0	1	1	2023-09-20 15:54:29	2025-10-15 10:09:52
60011694	62.0	1	1	2023-09-20 15:56:59	2025-10-15 10:09:24
60011695	62.0	1	1	2023-09-20 16:20:22	2025-10-15 10:08:58
60011696	62.0	1	1	2023-09-20 16:34:01	2025-10-15 10:08:30
60011697	62.0	1	1	2023-09-20 16:37:48	2025-10-15 10:08:02
60011703	62.0	1	1	2023-09-28 01:53:46	2025-10-15 10:07:13
60011705	43.0	1	1	2023-10-04 16:35:17	2025-10-15 10:12:57
60011726	62.0	1	1	2023-10-23 18:42:58	2025-10-15 09:36:09
60011732	62.0	1	1	2023-10-31 03:43:13	2025-10-15 10:12:24
60011757	62.0	1	1	2023-12-26 19:46:42	2025-10-15 10:11:53
60011769	62.0	1	1	2024-01-25 17:32:01	2025-10-15 10:11:21
60011776	43.0	1	1	2024-02-03 02:37:57	2025-10-15 10:10:47
60011777	62.0	1	1	2024-02-07 08:06:05	2026-04-16 08:46:21
60011779	62.0	1	1	2024-02-16 03:11:57	2025-10-15 10:09:18
60011780	62.0	1	1	2024-02-16 03:20:13	2025-10-15 10:08:47
60011781	62.0	1	1	2024-02-16 03:23:56	2025-10-15 10:07:35
60011782	62.0	1	1	2024-02-16 03:27:53	2025-10-15 10:06:10
60011783	62.0	1	1	2024-02-23 01:04:28	2026-03-25 09:57:28
60011784	62.0	1	1	2024-02-23 01:24:20	2025-10-15 10:04:57
60011785	62.0	1	1	2024-02-24 03:11:41	2026-04-16 08:46:02
60011797	62.0	1	1	2024-04-17 01:06:29	2025-10-15 10:03:41
60011815	62.0	1	1	2024-05-30 01:29:54	2025-10-15 10:02:01
60011816	62.0	1	1	2024-05-30 01:31:06	2025-10-15 10:01:32
60011817	62.0	1	1	2024-05-30 01:32:02	2026-04-16 08:44:18
60011818	21.0	1	1	2024-05-30 01:32:57	2026-01-23 03:26:45
60011819	62.0	1	1	2024-05-30 01:34:07	2025-10-15 09:50:09
60011820	62.0	1	1	2024-05-30 01:35:14	2025-10-15 09:49:39
60011821	62.0	1	1	2024-05-30 01:36:12	2025-10-15 09:58:09
60011828	62.0	1	1	2024-06-13 17:41:15	2025-10-15 09:48:24
60011829	62.0	1	1	2024-06-17 01:25:02	2025-10-15 09:47:55
60011837	62.0	1	1	2024-07-19 01:11:51	2025-10-15 09:46:49
60011838	43.0	1	1	2024-07-24 16:56:38	2026-03-25 09:58:04
60011839	62.0	1	1	2024-07-24 17:00:15	2026-03-25 10:00:08
60011842	43.0	1	1	2024-08-02 10:26:58	2025-10-15 09:18:04
60011843	62.0	1	1	2024-08-02 10:31:30	2026-04-16 08:44:18
60011853	43.0	1	1	2024-08-19 07:20:04	2025-10-15 09:16:17
60011854	43.0	1	1	2024-08-19 07:24:46	2025-10-15 09:15:35
60011855	43.0	1	1	2024-08-19 07:35:08	2025-10-15 09:14:45
60011856	62.0	1	1	2024-08-19 07:40:20	2025-10-15 09:13:56
60011857	62.0	1	1	2024-08-19 07:40:50	2025-10-15 09:13:17
60011858	62.0	1	1	2024-08-19 07:47:16	2026-03-25 10:01:35
60011859	62.0	1	1	2024-08-19 07:50:49	2026-03-25 10:02:15
60011860	62.0	1	1	2024-08-19 07:55:15	2026-05-07 17:50:32
60011861	62.0	1	1	2024-08-19 07:58:01	2025-10-15 09:19:28
60011873	62.0	1	1	2024-09-03 19:50:28	2025-10-15 09:19:54
60011875	62.0	1	1	2024-09-18 20:05:02	2025-10-15 09:20:23
60011876	43.0	1	1	2024-09-24 03:22:32	2025-10-15 09:20:49
60011877	43.0	1	1	2024-09-24 03:32:19	2025-10-15 09:21:12
60011878	43.0	1	1	2024-09-24 03:37:01	2025-10-15 09:21:37
60011879	43.0	1	1	2024-09-24 03:47:01	2025-10-15 09:22:07
60011880	43.0	1	1	2024-09-24 05:05:01	2025-10-15 09:22:32
60011881	43.0	1	1	2024-09-24 05:14:21	2025-10-15 09:35:23
60011882	62.0	1	1	2024-09-24 05:18:08	2026-04-16 08:43:11
60011883	62.0	1	1	2024-09-24 05:27:46	2026-04-16 08:44:33
60011884	62.0	1	1	2024-09-24 05:36:49	2025-10-15 09:24:34
60011886	62.0	1	1	2024-09-26 23:04:18	2025-10-21 19:30:48
60011887	43.0	1	1	2024-09-26 23:22:34	2026-07-01 04:40:00
60011888	62.0	1	1	2024-09-26 23:23:42	2026-04-16 08:42:38
60011889	62.0	1	1	2024-09-26 23:24:33	2025-10-15 06:56:33
60011890	62.0	1	1	2024-09-26 23:25:33	2025-11-11 08:47:59
60011891	62.0	1	1	2024-09-26 23:26:52	2026-04-16 08:44:04
60011892	62.0	1	1	2024-09-26 23:28:11	2025-10-15 06:57:51
60011893	43.0	1	1	2024-09-26 23:29:10	2025-10-15 06:58:11
60011894	62.0	1	1	2024-09-26 23:30:11	2026-04-16 08:43:45
60011895	62.0	1	1	2024-09-26 23:31:05	2025-10-15 07:02:28
60011896	43.0	1	1	2024-09-26 23:32:06	2025-10-15 07:03:20
60011899	62.0	1	1	2024-10-01 06:51:27	2025-10-15 07:03:55
60011900	62.0	1	1	2024-10-01 06:59:33	2025-10-15 07:04:27
60011901	62.0	1	1	2024-10-01 07:02:00	2025-10-15 07:04:57
60011902	62.0	1	1	2024-10-01 07:04:28	2025-10-15 07:05:31
60011903	62.0	1	1	2024-10-01 07:06:41	2025-10-15 07:06:24
60011904	62.0	1	1	2024-10-01 07:19:50	2025-10-15 07:06:54
60011905	62.0	1	1	2024-10-01 07:25:50	2025-10-15 07:07:22
60011906	62.0	1	1	2024-10-01 07:31:34	2025-10-15 07:08:00
60011907	62.0	1	1	2024-10-01 07:35:19	2025-10-15 07:08:41
60011908	62.0	1	1	2024-10-01 07:38:40	2025-10-15 07:09:13
60011909	62.0	1	1	2024-10-01 07:44:11	2025-10-15 07:09:41
60011910	62.0	1	1	2024-10-01 07:47:41	2025-10-15 07:10:17
60011911	62.0	1	1	2024-10-01 07:50:31	2025-10-15 07:10:47
60011912	62.0	1	1	2024-10-01 07:53:55	2025-10-15 07:11:21
60011913	62.0	1	1	2024-10-01 07:56:04	2025-10-15 07:11:50
60011914	62.0	1	1	2024-10-01 08:05:02	2025-10-15 07:12:19
60011915	62.0	1	1	2024-10-01 08:07:12	2025-10-15 07:12:50
60011916	62.0	1	1	2024-10-01 08:09:13	2025-10-15 07:13:23
60011917	62.0	1	1	2024-10-01 08:11:15	2025-10-15 07:13:49
60011918	62.0	1	1	2024-10-01 08:12:54	2025-10-15 07:14:17
60011919	62.0	1	1	2024-10-01 08:14:53	2025-10-15 07:14:43
60011920	62.0	1	1	2024-10-01 08:16:49	2025-10-15 07:15:07
60011921	43.0	1	1	2024-10-01 08:20:54	2026-09-15 02:09:33
60011922	62.0	1	1	2024-10-01 08:28:34	2026-04-16 08:47:27
60011923	62.0	1	1	2024-10-01 08:44:11	2025-10-15 07:16:22
60011924	62.0	1	1	2024-10-01 08:52:21	2025-10-15 07:16:54
60011925	43.0	1	1	2024-10-01 09:00:28	2025-10-15 07:17:53
60011926	62.0	1	1	2024-10-01 09:01:57	2025-10-15 07:18:25
60011928	62.0	1	1	2024-10-02 13:50:29	2025-10-15 07:18:55
60011940	62.0	1	1	2024-10-25 01:41:54	2025-10-15 07:19:20
60011941	62.0	1	1	2024-10-25 01:52:55	2025-10-15 07:19:45
60011953	43.0	1	1	2024-11-21 06:25:18	2025-10-15 07:20:17
60011954	43.0	1	1	2024-11-21 06:31:49	2025-10-15 07:20:44
60011955	62.0	1	1	2024-11-21 06:35:56	2025-10-15 07:21:28
60011956	62.0	1	1	2024-11-21 06:40:06	2025-10-15 07:21:55
60011957	43.0	1	1	2024-11-21 06:43:30	2025-10-15 07:22:33
60011958	43.0	1	1	2024-11-21 06:46:01	2025-10-15 07:23:04
60011959	62.0	1	1	2024-11-21 06:48:36	2025-10-15 07:23:36
60011960	62.0	1	1	2024-11-21 06:50:55	2025-10-15 07:24:04
60011961	43.0	1	1	2024-11-21 06:55:54	2025-10-15 07:24:34
60011962	43.0	1	1	2024-11-21 07:02:22	2025-10-15 07:24:59
60011963	62.0	1	1	2024-11-21 07:04:50	2025-10-15 07:25:32
60011964	62.0	1	1	2024-11-21 07:08:00	2025-10-15 07:26:02
60011965	62.0	1	1	2024-11-27 06:46:07	2025-10-15 07:26:29
60011966	62.0	1	1	2024-11-27 07:01:26	2025-10-15 07:26:55
60011967	62.0	1	1	2024-12-02 02:33:57	2025-10-15 07:43:40
60011968	43.0	1	1	2024-12-02 02:44:49	2025-10-15 07:27:59
60011970	62.0	1	1	2024-12-04 01:30:58	2025-10-15 07:28:30
60011973	62.0	1	1	2024-12-17 01:12:46	2025-10-15 07:39:56
60011975	62.0	1	1	2024-12-18 01:38:16	2026-03-25 10:05:41
60011976	62.0	1	1	2024-12-18 01:43:00	2026-03-25 10:06:08
60011977	62.0	1	1	2024-12-18 01:45:39	2026-03-25 10:07:29
60011978	62.0	1	1	2024-12-18 02:21:33	2026-03-25 10:08:11
60011979	62.0	1	1	2024-12-18 02:24:41	2026-03-25 10:09:05
60011980	62.0	1	1	2024-12-18 02:26:51	2026-03-25 10:10:11
60011981	62.0	1	1	2024-12-19 23:47:33	2026-04-16 08:47:41
60011986	62.0	1	1	2024-12-28 03:14:46	2026-04-16 08:48:08
60011987	62.0	1	1	2024-12-30 18:25:28	2025-10-15 09:34:59
60011989	62.0	1	1	2025-01-07 01:19:36	2025-10-15 07:27:53
60011990	62.0	1	1	2025-01-07 01:20:56	2025-10-15 07:29:12
60011991	62.0	1	1	2025-01-07 02:16:31	2025-10-15 07:18:50
60011992	62.0	1	1	2025-01-07 02:18:11	2026-04-16 08:50:58
60011993	62.0	1	1	2025-01-07 02:19:04	2026-04-16 08:48:23
60012101	62.0	1	1	2022-02-09 15:42:27	2025-10-15 08:50:41
