local_excel_file	local_relative_path	sheet_name	field_name	field_kind	non_null_count	sum_value	min_value	max_value
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges	Final End Date	date	13081		2026-03-09	2026-04-27
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges	Final Start Date	date	13081		2026-02-24	2026-03-28
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges	New Activation Date	date	1418		2026-03-05	2026-03-28
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Detail Charges	Offstock Date	date	539		2026-03-04	2026-03-31
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Final Charge For Usage Days	amount	127	3686.928571429	13.821428571428573	62.0
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Monthly Rate	amount	127	5651.0	43.0	62.0
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Original Charge in FEB Invoice	amount	127	2621.76	12.29	57.57
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Pending Charge	amount	127	1065.168571429	1.5314285714285738	27.644285714285715
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Cycle End Date	date	127		2026-03-01	2026-03-21
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Cycle Start Date	date	127		2026-02-02	2026-02-22
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Final End Date	date	127		2026-03-01	2026-03-21
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	Final Start Date	date	127		2026-02-10	2026-02-26
01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	2026年4月\WingAlpha-2026年4月付；USD579,471.47\01-SIMO Data Purchase Invoice Details - MAR 2026.xlsx	Prorated-In FEB - Pending Charg	New Activation Date	date	127		2026-02-10	2026-02-26
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Final Charge	amount	7780	372289.307526881	1.3870967741935483	62.0
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Monthly Rate	amount	7780	398011.0	21.0	62.0
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Cycle End Date	date	7780		2026-04-18	2026-05-30
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Cycle Start Date	date	7780		2026-03-19	2026-04-30
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Final End Date	date	7780		2026-04-02	2026-05-30
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Final Start Date	date	7780		2026-04-01	2026-04-30
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	New Activation Date	date	1169		2026-04-02	2026-04-28
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Detail Charges	Offstock Date	date	49		2026-04-02	2026-04-24
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Final Charge For Usage Days	amount	284	9827.387096774	15.258064516129034	62.0
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Monthly Rate	amount	284	15442.0	43.0	62.0
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Original Charge in MAR Invoice	amount	284	7636.32	9.71	56.0
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Pending Charge	amount	284	2191.067096774	1.3829032258064586	40.0
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Cycle End Date	date	284		2026-04-01	2026-04-25
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Cycle Start Date	date	284		2026-03-02	2026-03-26
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Final End Date	date	284		2026-04-01	2026-04-25
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	Final Start Date	date	284		2026-03-23	2026-03-28
01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	2026年5月\WingAlpha-2026年5月付；USD374,480.38\01-SIMO Data Purchase Invoice Details - APR 2026.xlsx	Prorated-In MAR - Pending Charg	New Activation Date	date	284		2026-03-23	2026-03-28
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Final Charge	amount	7887	389800.952688175	-31.53333333333333	62.0
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Monthly Rate	amount	7887	407115.0	21.0	62.0
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Cycle End Date	date	7887		2026-05-18	2026-06-29
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Cycle Start Date	date	7887		2026-04-19	2026-05-31
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Final End Date	date	7887		2026-05-01	2026-06-29
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Final Start Date	date	7887		2026-04-24	2026-05-31
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	New Activation Date	date	995		2026-05-01	2026-05-29
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Detail Charges	Offstock Date	date	34		2026-05-01	2026-05-31
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Final Charge For Usage Days	amount	9	298.766666667	22.933333333333334	41.33333333333333
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Monthly Rate	amount	9	482.0	43.0	62.0
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Original Charge in APR Invoice	amount	9	257.24	17.2	33.07
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Pending Charge	amount	9	41.526666667	1.4299999999999962	8.603333333333332
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Cycle End Date	date	9		2026-05-01	2026-05-08
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Cycle Start Date	date	9		2026-04-02	2026-04-09
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Final End Date	date	9		2026-05-01	2026-05-08
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	Final Start Date	date	9		2026-04-19	2026-04-20
01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	2026年6月\WingAlpha-2026年6月付；USD389,842.49\01-SIMO Data Purchase Invoice Details - MAY 2026.xlsx	Prorated-In APR - Pending Charg	New Activation Date	date	9		2026-04-19	2026-04-20
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Final Charge	amount	7598	382329.720430108	1.3870967741935483	62.0
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Monthly Rate	amount	7598	388076.0	21.0	62.0
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Cycle End Date	date	7598		2026-06-06	2026-07-29
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Cycle Start Date	date	7598		2026-05-07	2026-06-30
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Final End Date	date	7598		2026-06-06	2026-07-29
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Final Start Date	date	7598		2026-06-01	2026-06-30
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	New Activation Date	date	303		2026-06-01	2026-06-30
01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	2026年7月\WingAlpha-2026年7月付；USD382,329.72\01-SIMO Data Purchase Invoice Details - JUNE 2026.xlsx	Detail Charges	Offstock Date	date	78		2026-06-12	2026-06-30
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Final Charge	amount	7537	373918.313978497	6.935483870967742	62.0
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Monthly Rate	amount	7537	375953.0	21.0	62.0
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Cycle End Date	date	7537		2026-07-08	2026-08-30
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Cycle Start Date	date	7537		2026-06-09	2026-07-31
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Final End Date	date	7537		2026-07-08	2026-08-30
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Final Start Date	date	7537		2026-07-01	2026-07-31
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	New Activation Date	date	197		2026-07-01	2026-07-31
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Detail Charges	Offstock Date	date	41		2026-07-25	2026-07-31
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Final Charge For Usage Days	amount	4	141.9	30.099999999999998	38.7
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Monthly Rate	amount	4	172.0	43.0	43.0
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Original Charge in JUN Invoice	amount	4	131.88	28.67	37.27
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Pending Charge	amount	4	10.02	1.4299999999999962	5.729999999999997
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Cycle End Date	date	4		2026-07-14	2026-07-25
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Cycle Start Date	date	4		2026-06-15	2026-06-26
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Final End Date	date	4		2026-07-14	2026-07-25
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	Final Start Date	date	4		2026-06-25	2026-06-30
01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	2026年8月\WingAlpha-2026年8月付；USD373,928.34\01-SIMO Data Purchase Invoice Details - JULY 2026.xlsx	Prorated-In JUN - Pending Charg	New Activation Date	date	4		2026-06-25	2026-06-30
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Final Charge	amount	7536	364846.612903226	1.3870967741935483	62.0
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Monthly Rate	amount	7536	375967.0	21.0	62.0
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Cycle End Date	date	7536		2026-08-26	2026-09-29
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Cycle Start Date	date	7536		2026-07-27	2026-08-31
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Final End Date	date	7536		2026-08-25	2026-09-29
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Final Start Date	date	7536		2026-08-01	2026-08-31
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	New Activation Date	date	81		2026-08-01	2026-08-31
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Detail Charges	Offstock Date	date	318		2026-08-25	2026-08-31
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Final Charge For Usage Days	amount	3	127.612903226	41.612903225806456	43.0
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Monthly Rate	amount	3	129.0	43.0	43.0
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Original Charge in JUL Invoice	amount	3	123.45	40.23	41.61
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Pending Charge	amount	3	4.162903226	1.382903226	1.39
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Cycle End Date	date	3		2026-08-03	2026-08-03
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Cycle Start Date	date	3		2026-07-04	2026-07-04
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Final End Date	date	3		2026-08-03	2026-08-03
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	Final Start Date	date	3		2026-07-06	2026-07-06
SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	2026年9月\WingAlpha-2026年9月付；USD\SIMO Data Purchase Invoice Details - AUGUST 2026.xlsx	Prorated-In JUL - Pending Charg	New Activation Date	date	3		2026-07-06	2026-07-06
