imsi	excel_cycle_start	excel_cycle_end	excel_final_start	excel_final_end	product_id	platform_cycle_start	platform_cycle_end	excel_diff	candidate_diff	calc_start	calc_end	candidate_days
083901300080581202	2025-09-05	2025-10-04	2025-09-05	2025-10-04	60011785	2025-09-05	2025-10-05	29	29	2025-09-05	2025-10-04	30
